[2023-02-10T16:14:20.103+0000] {taskinstance.py:1083} INFO - Dependencies all met for <TaskInstance: database-build.convertCSVToJson scheduled__2023-02-01T00:00:00+00:00 [queued]>
[2023-02-10T16:14:20.117+0000] {taskinstance.py:1083} INFO - Dependencies all met for <TaskInstance: database-build.convertCSVToJson scheduled__2023-02-01T00:00:00+00:00 [queued]>
[2023-02-10T16:14:20.119+0000] {taskinstance.py:1279} INFO - 
--------------------------------------------------------------------------------
[2023-02-10T16:14:20.120+0000] {taskinstance.py:1280} INFO - Starting attempt 1 of 2
[2023-02-10T16:14:20.122+0000] {taskinstance.py:1281} INFO - 
--------------------------------------------------------------------------------
[2023-02-10T16:14:20.140+0000] {taskinstance.py:1300} INFO - Executing <Task(PythonOperator): convertCSVToJson> on 2023-02-01 00:00:00+00:00
[2023-02-10T16:14:20.149+0000] {standard_task_runner.py:55} INFO - Started process 465 to run task
[2023-02-10T16:14:20.155+0000] {standard_task_runner.py:82} INFO - Running: ['***', 'tasks', 'run', 'database-build', 'convertCSVToJson', 'scheduled__2023-02-01T00:00:00+00:00', '--job-id', '976', '--raw', '--subdir', 'DAGS_FOLDER/db.py', '--cfg-path', '/tmp/tmp5fnzm6p_']
[2023-02-10T16:14:20.157+0000] {standard_task_runner.py:83} INFO - Job 976: Subtask convertCSVToJson
[2023-02-10T16:14:20.243+0000] {task_command.py:388} INFO - Running <TaskInstance: database-build.convertCSVToJson scheduled__2023-02-01T00:00:00+00:00 [running]> on host 09837ae8efe0
[2023-02-10T16:14:20.336+0000] {taskinstance.py:1509} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_OWNER=Kevin Chalmers
AIRFLOW_CTX_DAG_ID=database-build
AIRFLOW_CTX_TASK_ID=convertCSVToJson
AIRFLOW_CTX_EXECUTION_DATE=2023-02-01T00:00:00+00:00
AIRFLOW_CTX_TRY_NUMBER=1
AIRFLOW_CTX_DAG_RUN_ID=scheduled__2023-02-01T00:00:00+00:00
[2023-02-10T16:14:20.346+0000] {logging_mixin.py:137} INFO - Woot
[2023-02-10T16:14:20.961+0000] {logging_mixin.py:137} INFO - Andrew Martinez
[2023-02-10T16:14:20.962+0000] {logging_mixin.py:137} INFO - Angela West
[2023-02-10T16:14:20.963+0000] {logging_mixin.py:137} INFO - Ryan Young
[2023-02-10T16:14:20.964+0000] {logging_mixin.py:137} INFO - Nathaniel Evans
[2023-02-10T16:14:20.965+0000] {logging_mixin.py:137} INFO - Dawn Bryant
[2023-02-10T16:14:20.966+0000] {logging_mixin.py:137} INFO - Danielle Lewis
[2023-02-10T16:14:20.967+0000] {logging_mixin.py:137} INFO - Matthew Newman
[2023-02-10T16:14:20.968+0000] {logging_mixin.py:137} INFO - Robert Smith
[2023-02-10T16:14:20.969+0000] {logging_mixin.py:137} INFO - Melissa Hicks
[2023-02-10T16:14:20.971+0000] {logging_mixin.py:137} INFO - Emily Lambert
[2023-02-10T16:14:20.972+0000] {logging_mixin.py:137} INFO - Krystal Wolfe
[2023-02-10T16:14:20.973+0000] {logging_mixin.py:137} INFO - Donna Murillo
[2023-02-10T16:14:20.974+0000] {logging_mixin.py:137} INFO - Carl Hudson
[2023-02-10T16:14:20.975+0000] {logging_mixin.py:137} INFO - Robert Wilson
[2023-02-10T16:14:20.976+0000] {logging_mixin.py:137} INFO - Patrick Mathis
[2023-02-10T16:14:20.978+0000] {logging_mixin.py:137} INFO - Michael Suarez
[2023-02-10T16:14:20.979+0000] {logging_mixin.py:137} INFO - David Johnson
[2023-02-10T16:14:20.980+0000] {logging_mixin.py:137} INFO - William Thompson
[2023-02-10T16:14:20.981+0000] {logging_mixin.py:137} INFO - Jessica Hansen DVM
[2023-02-10T16:14:20.982+0000] {logging_mixin.py:137} INFO - Katherine Friedman
[2023-02-10T16:14:20.984+0000] {logging_mixin.py:137} INFO - Jillian Johnson
[2023-02-10T16:14:20.986+0000] {logging_mixin.py:137} INFO - Robert Mckee
[2023-02-10T16:14:20.987+0000] {logging_mixin.py:137} INFO - Rachel Little
[2023-02-10T16:14:20.988+0000] {logging_mixin.py:137} INFO - Patricia Smith
[2023-02-10T16:14:20.990+0000] {logging_mixin.py:137} INFO - Heidi Martinez
[2023-02-10T16:14:20.991+0000] {logging_mixin.py:137} INFO - Caitlin Solomon
[2023-02-10T16:14:20.992+0000] {logging_mixin.py:137} INFO - Dr. Olivia Pugh
[2023-02-10T16:14:20.994+0000] {logging_mixin.py:137} INFO - John Steele DDS
[2023-02-10T16:14:20.995+0000] {logging_mixin.py:137} INFO - Jeremy Mathews
[2023-02-10T16:14:20.996+0000] {logging_mixin.py:137} INFO - Tiffany Hill
[2023-02-10T16:14:20.997+0000] {logging_mixin.py:137} INFO - Steven Edwards
[2023-02-10T16:14:20.998+0000] {logging_mixin.py:137} INFO - Charles Campbell
[2023-02-10T16:14:21.000+0000] {logging_mixin.py:137} INFO - Brett Hughes
[2023-02-10T16:14:21.001+0000] {logging_mixin.py:137} INFO - Christina Villegas
[2023-02-10T16:14:21.002+0000] {logging_mixin.py:137} INFO - Anthony Garcia
[2023-02-10T16:14:21.004+0000] {logging_mixin.py:137} INFO - Nathan Murphy
[2023-02-10T16:14:21.005+0000] {logging_mixin.py:137} INFO - Steven Dodson
[2023-02-10T16:14:21.006+0000] {logging_mixin.py:137} INFO - Brian Sullivan
[2023-02-10T16:14:21.007+0000] {logging_mixin.py:137} INFO - Renee White
[2023-02-10T16:14:21.008+0000] {logging_mixin.py:137} INFO - Laura Rowland
[2023-02-10T16:14:21.010+0000] {logging_mixin.py:137} INFO - John Moore
[2023-02-10T16:14:21.011+0000] {logging_mixin.py:137} INFO - Sophia Mckenzie
[2023-02-10T16:14:21.012+0000] {logging_mixin.py:137} INFO - David Roach
[2023-02-10T16:14:21.014+0000] {logging_mixin.py:137} INFO - Jennifer Patterson
[2023-02-10T16:14:21.015+0000] {logging_mixin.py:137} INFO - James Richards
[2023-02-10T16:14:21.016+0000] {logging_mixin.py:137} INFO - Mary Johnston
[2023-02-10T16:14:21.017+0000] {logging_mixin.py:137} INFO - Brandon Mcdaniel
[2023-02-10T16:14:21.019+0000] {logging_mixin.py:137} INFO - Meghan Stevenson
[2023-02-10T16:14:21.020+0000] {logging_mixin.py:137} INFO - Luis Hayes
[2023-02-10T16:14:21.021+0000] {logging_mixin.py:137} INFO - Alejandra Sloan
[2023-02-10T16:14:21.022+0000] {logging_mixin.py:137} INFO - Dr. Sandra Miller
[2023-02-10T16:14:21.023+0000] {logging_mixin.py:137} INFO - Dustin Bond
[2023-02-10T16:14:21.024+0000] {logging_mixin.py:137} INFO - Julia Patrick MD
[2023-02-10T16:14:21.025+0000] {logging_mixin.py:137} INFO - Jill Campbell
[2023-02-10T16:14:21.026+0000] {logging_mixin.py:137} INFO - Mark Ford
[2023-02-10T16:14:21.028+0000] {logging_mixin.py:137} INFO - Brian Long
[2023-02-10T16:14:21.029+0000] {logging_mixin.py:137} INFO - Lisa Peterson
[2023-02-10T16:14:21.030+0000] {logging_mixin.py:137} INFO - Matthew Lee
[2023-02-10T16:14:21.031+0000] {logging_mixin.py:137} INFO - Bradley Miller
[2023-02-10T16:14:21.033+0000] {logging_mixin.py:137} INFO - Jeffrey Moss
[2023-02-10T16:14:21.034+0000] {logging_mixin.py:137} INFO - Sara Carlson
[2023-02-10T16:14:21.035+0000] {logging_mixin.py:137} INFO - Daniel Rodriguez
[2023-02-10T16:14:21.036+0000] {logging_mixin.py:137} INFO - Jeremy David
[2023-02-10T16:14:21.037+0000] {logging_mixin.py:137} INFO - Eric Green
[2023-02-10T16:14:21.039+0000] {logging_mixin.py:137} INFO - Alexis Jones
[2023-02-10T16:14:21.040+0000] {logging_mixin.py:137} INFO - Matthew Rose
[2023-02-10T16:14:21.041+0000] {logging_mixin.py:137} INFO - Catherine Anderson
[2023-02-10T16:14:21.042+0000] {logging_mixin.py:137} INFO - Holly Burton
[2023-02-10T16:14:21.043+0000] {logging_mixin.py:137} INFO - David Matthews
[2023-02-10T16:14:21.044+0000] {logging_mixin.py:137} INFO - Mrs. Kara Little
[2023-02-10T16:14:21.045+0000] {logging_mixin.py:137} INFO - Jeffrey Stanley
[2023-02-10T16:14:21.046+0000] {logging_mixin.py:137} INFO - James Ochoa
[2023-02-10T16:14:21.047+0000] {logging_mixin.py:137} INFO - Jason Frye
[2023-02-10T16:14:21.048+0000] {logging_mixin.py:137} INFO - Christopher Ellis
[2023-02-10T16:14:21.049+0000] {logging_mixin.py:137} INFO - Michelle Nixon
[2023-02-10T16:14:21.050+0000] {logging_mixin.py:137} INFO - Andrew Gill
[2023-02-10T16:14:21.052+0000] {logging_mixin.py:137} INFO - Jennifer Wilson
[2023-02-10T16:14:21.054+0000] {logging_mixin.py:137} INFO - Shawn Black
[2023-02-10T16:14:21.055+0000] {logging_mixin.py:137} INFO - April Patterson
[2023-02-10T16:14:21.056+0000] {logging_mixin.py:137} INFO - Troy Vaughn
[2023-02-10T16:14:21.057+0000] {logging_mixin.py:137} INFO - Alexandria White
[2023-02-10T16:14:21.059+0000] {logging_mixin.py:137} INFO - Scott Phillips
[2023-02-10T16:14:21.060+0000] {logging_mixin.py:137} INFO - Zachary Cisneros
[2023-02-10T16:14:21.062+0000] {logging_mixin.py:137} INFO - Deborah Brown
[2023-02-10T16:14:21.063+0000] {logging_mixin.py:137} INFO - Monica Moses
[2023-02-10T16:14:21.064+0000] {logging_mixin.py:137} INFO - Brenda Reyes
[2023-02-10T16:14:21.065+0000] {logging_mixin.py:137} INFO - Miss Renee Allen
[2023-02-10T16:14:21.066+0000] {logging_mixin.py:137} INFO - Susan Clark
[2023-02-10T16:14:21.067+0000] {logging_mixin.py:137} INFO - Brandy Coffey
[2023-02-10T16:14:21.068+0000] {logging_mixin.py:137} INFO - Brett Nelson
[2023-02-10T16:14:21.070+0000] {logging_mixin.py:137} INFO - Ricardo Young
[2023-02-10T16:14:21.071+0000] {logging_mixin.py:137} INFO - Paul Lee
[2023-02-10T16:14:21.072+0000] {logging_mixin.py:137} INFO - David Allen
[2023-02-10T16:14:21.073+0000] {logging_mixin.py:137} INFO - Andrea Knight
[2023-02-10T16:14:21.074+0000] {logging_mixin.py:137} INFO - James Gomez
[2023-02-10T16:14:21.075+0000] {logging_mixin.py:137} INFO - Melody Gibson
[2023-02-10T16:14:21.076+0000] {logging_mixin.py:137} INFO - Christina Martinez
[2023-02-10T16:14:21.078+0000] {logging_mixin.py:137} INFO - Shelby Smith
[2023-02-10T16:14:21.079+0000] {logging_mixin.py:137} INFO - Jason Howard
[2023-02-10T16:14:21.080+0000] {logging_mixin.py:137} INFO - Amy Davidson
[2023-02-10T16:14:21.081+0000] {logging_mixin.py:137} INFO - Kyle Copeland
[2023-02-10T16:14:21.082+0000] {logging_mixin.py:137} INFO - Madeline Davis
[2023-02-10T16:14:21.083+0000] {logging_mixin.py:137} INFO - Aaron Young
[2023-02-10T16:14:21.083+0000] {logging_mixin.py:137} INFO - Lisa Barrett
[2023-02-10T16:14:21.084+0000] {logging_mixin.py:137} INFO - Joel Jones
[2023-02-10T16:14:21.085+0000] {logging_mixin.py:137} INFO - Christine Evans
[2023-02-10T16:14:21.086+0000] {logging_mixin.py:137} INFO - Kimberly Johnson
[2023-02-10T16:14:21.087+0000] {logging_mixin.py:137} INFO - Charles Hess
[2023-02-10T16:14:21.088+0000] {logging_mixin.py:137} INFO - Paul Dixon
[2023-02-10T16:14:21.089+0000] {logging_mixin.py:137} INFO - Christopher Johnson
[2023-02-10T16:14:21.090+0000] {logging_mixin.py:137} INFO - Robert Dawson
[2023-02-10T16:14:21.091+0000] {logging_mixin.py:137} INFO - Ryan Dixon
[2023-02-10T16:14:21.092+0000] {logging_mixin.py:137} INFO - Julie Martinez
[2023-02-10T16:14:21.093+0000] {logging_mixin.py:137} INFO - David Adams
[2023-02-10T16:14:21.094+0000] {logging_mixin.py:137} INFO - Mariah Brown
[2023-02-10T16:14:21.094+0000] {logging_mixin.py:137} INFO - Deborah Malone
[2023-02-10T16:14:21.095+0000] {logging_mixin.py:137} INFO - John Brown
[2023-02-10T16:14:21.096+0000] {logging_mixin.py:137} INFO - Maria Stewart
[2023-02-10T16:14:21.097+0000] {logging_mixin.py:137} INFO - Mr. Bryan Hawkins
[2023-02-10T16:14:21.098+0000] {logging_mixin.py:137} INFO - Kyle Brooks
[2023-02-10T16:14:21.099+0000] {logging_mixin.py:137} INFO - Kenneth White
[2023-02-10T16:14:21.100+0000] {logging_mixin.py:137} INFO - Patricia Wilson
[2023-02-10T16:14:21.101+0000] {logging_mixin.py:137} INFO - Paul Soto
[2023-02-10T16:14:21.102+0000] {logging_mixin.py:137} INFO - Janice Garrett
[2023-02-10T16:14:21.103+0000] {logging_mixin.py:137} INFO - Randy Strickland
[2023-02-10T16:14:21.104+0000] {logging_mixin.py:137} INFO - Felicia Herrera
[2023-02-10T16:14:21.105+0000] {logging_mixin.py:137} INFO - Andre Campos
[2023-02-10T16:14:21.106+0000] {logging_mixin.py:137} INFO - Justin Meyer
[2023-02-10T16:14:21.107+0000] {logging_mixin.py:137} INFO - Brandon Brooks
[2023-02-10T16:14:21.107+0000] {logging_mixin.py:137} INFO - Abigail Rivera
[2023-02-10T16:14:21.108+0000] {logging_mixin.py:137} INFO - Jessica Mann
[2023-02-10T16:14:21.109+0000] {logging_mixin.py:137} INFO - Michael Sawyer
[2023-02-10T16:14:21.110+0000] {logging_mixin.py:137} INFO - Jeffrey Coleman
[2023-02-10T16:14:21.111+0000] {logging_mixin.py:137} INFO - Micheal Castro
[2023-02-10T16:14:21.112+0000] {logging_mixin.py:137} INFO - Laura Gonzalez
[2023-02-10T16:14:21.113+0000] {logging_mixin.py:137} INFO - Christopher Jackson
[2023-02-10T16:14:21.114+0000] {logging_mixin.py:137} INFO - William Mckenzie
[2023-02-10T16:14:21.115+0000] {logging_mixin.py:137} INFO - Kristina Rodriguez
[2023-02-10T16:14:21.115+0000] {logging_mixin.py:137} INFO - Kelli Williams
[2023-02-10T16:14:21.116+0000] {logging_mixin.py:137} INFO - Diane Norris
[2023-02-10T16:14:21.117+0000] {logging_mixin.py:137} INFO - Kevin Carroll
[2023-02-10T16:14:21.118+0000] {logging_mixin.py:137} INFO - Betty Weber
[2023-02-10T16:14:21.119+0000] {logging_mixin.py:137} INFO - Jeffery Robinson
[2023-02-10T16:14:21.120+0000] {logging_mixin.py:137} INFO - Hannah Cowan
[2023-02-10T16:14:21.122+0000] {logging_mixin.py:137} INFO - Brian Kramer
[2023-02-10T16:14:21.123+0000] {logging_mixin.py:137} INFO - Anthony Roberts
[2023-02-10T16:14:21.124+0000] {logging_mixin.py:137} INFO - Ricardo Blankenship
[2023-02-10T16:14:21.124+0000] {logging_mixin.py:137} INFO - Brooke Collins
[2023-02-10T16:14:21.125+0000] {logging_mixin.py:137} INFO - Tammy Lawson
[2023-02-10T16:14:21.126+0000] {logging_mixin.py:137} INFO - Cody Miller
[2023-02-10T16:14:21.128+0000] {logging_mixin.py:137} INFO - Dr. Janice Salazar
[2023-02-10T16:14:21.128+0000] {logging_mixin.py:137} INFO - David West
[2023-02-10T16:14:21.130+0000] {logging_mixin.py:137} INFO - Robin Carpenter
[2023-02-10T16:14:21.131+0000] {logging_mixin.py:137} INFO - Monique Wall
[2023-02-10T16:14:21.132+0000] {logging_mixin.py:137} INFO - Charles Cardenas
[2023-02-10T16:14:21.133+0000] {logging_mixin.py:137} INFO - Valerie Mitchell
[2023-02-10T16:14:21.134+0000] {logging_mixin.py:137} INFO - Michelle Valenzuela
[2023-02-10T16:14:21.135+0000] {logging_mixin.py:137} INFO - William Poole
[2023-02-10T16:14:21.136+0000] {logging_mixin.py:137} INFO - James Hall
[2023-02-10T16:14:21.137+0000] {logging_mixin.py:137} INFO - Dylan Carpenter
[2023-02-10T16:14:21.138+0000] {logging_mixin.py:137} INFO - Linda Medina
[2023-02-10T16:14:21.139+0000] {logging_mixin.py:137} INFO - Joan White
[2023-02-10T16:14:21.139+0000] {logging_mixin.py:137} INFO - Mary Klein
[2023-02-10T16:14:21.141+0000] {logging_mixin.py:137} INFO - Ashley Wolf
[2023-02-10T16:14:21.142+0000] {logging_mixin.py:137} INFO - William Reed
[2023-02-10T16:14:21.143+0000] {logging_mixin.py:137} INFO - Derek Harvey
[2023-02-10T16:14:21.144+0000] {logging_mixin.py:137} INFO - Kathleen Rodriguez
[2023-02-10T16:14:21.144+0000] {logging_mixin.py:137} INFO - Andrew Rodriguez
[2023-02-10T16:14:21.145+0000] {logging_mixin.py:137} INFO - Ariel Frank
[2023-02-10T16:14:21.146+0000] {logging_mixin.py:137} INFO - Tina French
[2023-02-10T16:14:21.147+0000] {logging_mixin.py:137} INFO - Brent Waller
[2023-02-10T16:14:21.148+0000] {logging_mixin.py:137} INFO - Kevin Allen
[2023-02-10T16:14:21.149+0000] {logging_mixin.py:137} INFO - Xavier Walker
[2023-02-10T16:14:21.150+0000] {logging_mixin.py:137} INFO - Michelle Sanchez
[2023-02-10T16:14:21.151+0000] {logging_mixin.py:137} INFO - Rachael Shepard
[2023-02-10T16:14:21.152+0000] {logging_mixin.py:137} INFO - Kelsey Johnson
[2023-02-10T16:14:21.153+0000] {logging_mixin.py:137} INFO - Nicole Webb
[2023-02-10T16:14:21.154+0000] {logging_mixin.py:137} INFO - Nicholas Rodriguez
[2023-02-10T16:14:21.155+0000] {logging_mixin.py:137} INFO - Eric Vaughan
[2023-02-10T16:14:21.156+0000] {logging_mixin.py:137} INFO - Amanda Richardson
[2023-02-10T16:14:21.156+0000] {logging_mixin.py:137} INFO - Janice Carlson
[2023-02-10T16:14:21.157+0000] {logging_mixin.py:137} INFO - Darryl Walsh
[2023-02-10T16:14:21.158+0000] {logging_mixin.py:137} INFO - Heather Johnson
[2023-02-10T16:14:21.159+0000] {logging_mixin.py:137} INFO - Mark Chambers
[2023-02-10T16:14:21.160+0000] {logging_mixin.py:137} INFO - Tracy Burns
[2023-02-10T16:14:21.161+0000] {logging_mixin.py:137} INFO - John Cole
[2023-02-10T16:14:21.162+0000] {logging_mixin.py:137} INFO - Deborah Silva
[2023-02-10T16:14:21.163+0000] {logging_mixin.py:137} INFO - Shawn Hernandez
[2023-02-10T16:14:21.164+0000] {logging_mixin.py:137} INFO - Bethany Meyer
[2023-02-10T16:14:21.165+0000] {logging_mixin.py:137} INFO - Helen Smith
[2023-02-10T16:14:21.166+0000] {logging_mixin.py:137} INFO - Dana Dennis
[2023-02-10T16:14:21.167+0000] {logging_mixin.py:137} INFO - Kelsey Camacho
[2023-02-10T16:14:21.168+0000] {logging_mixin.py:137} INFO - Matthew Thomas
[2023-02-10T16:14:21.169+0000] {logging_mixin.py:137} INFO - Brittany Arellano
[2023-02-10T16:14:21.170+0000] {logging_mixin.py:137} INFO - Stacey Jones
[2023-02-10T16:14:21.170+0000] {logging_mixin.py:137} INFO - William Weeks
[2023-02-10T16:14:21.171+0000] {logging_mixin.py:137} INFO - Mark Beasley
[2023-02-10T16:14:21.173+0000] {logging_mixin.py:137} INFO - Bruce Pena
[2023-02-10T16:14:21.174+0000] {logging_mixin.py:137} INFO - Jeffery Smith
[2023-02-10T16:14:21.175+0000] {logging_mixin.py:137} INFO - Ann Deleon
[2023-02-10T16:14:21.176+0000] {logging_mixin.py:137} INFO - Kevin Robertson
[2023-02-10T16:14:21.176+0000] {logging_mixin.py:137} INFO - Vincent Willis MD
[2023-02-10T16:14:21.177+0000] {logging_mixin.py:137} INFO - Michael Nielsen
[2023-02-10T16:14:21.178+0000] {logging_mixin.py:137} INFO - Walter Koch
[2023-02-10T16:14:21.179+0000] {logging_mixin.py:137} INFO - Brian Vega
[2023-02-10T16:14:21.180+0000] {logging_mixin.py:137} INFO - Jeffrey Medina
[2023-02-10T16:14:21.181+0000] {logging_mixin.py:137} INFO - Erika Banks
[2023-02-10T16:14:21.182+0000] {logging_mixin.py:137} INFO - Stacey Griffin
[2023-02-10T16:14:21.183+0000] {logging_mixin.py:137} INFO - Michael Marsh
[2023-02-10T16:14:21.183+0000] {logging_mixin.py:137} INFO - Molly White
[2023-02-10T16:14:21.184+0000] {logging_mixin.py:137} INFO - Matthew Morrison
[2023-02-10T16:14:21.186+0000] {logging_mixin.py:137} INFO - Amanda Burns
[2023-02-10T16:14:21.187+0000] {logging_mixin.py:137} INFO - Emily Gonzalez DDS
[2023-02-10T16:14:21.188+0000] {logging_mixin.py:137} INFO - Gregory King
[2023-02-10T16:14:21.189+0000] {logging_mixin.py:137} INFO - Dennis Evans
[2023-02-10T16:14:21.190+0000] {logging_mixin.py:137} INFO - Christina Snyder
[2023-02-10T16:14:21.191+0000] {logging_mixin.py:137} INFO - Carolyn Mata
[2023-02-10T16:14:21.192+0000] {logging_mixin.py:137} INFO - Brandy Lawson
[2023-02-10T16:14:21.194+0000] {logging_mixin.py:137} INFO - Briana Christian
[2023-02-10T16:14:21.194+0000] {logging_mixin.py:137} INFO - Jeffrey Hernandez
[2023-02-10T16:14:21.195+0000] {logging_mixin.py:137} INFO - John Riggs
[2023-02-10T16:14:21.196+0000] {logging_mixin.py:137} INFO - Barbara Short
[2023-02-10T16:14:21.197+0000] {logging_mixin.py:137} INFO - Steven Brooks
[2023-02-10T16:14:21.198+0000] {logging_mixin.py:137} INFO - Gabrielle James
[2023-02-10T16:14:21.199+0000] {logging_mixin.py:137} INFO - Robert Young
[2023-02-10T16:14:21.200+0000] {logging_mixin.py:137} INFO - Derek Sanders
[2023-02-10T16:14:21.201+0000] {logging_mixin.py:137} INFO - Mallory Oliver
[2023-02-10T16:14:21.202+0000] {logging_mixin.py:137} INFO - Terry Howe
[2023-02-10T16:14:21.203+0000] {logging_mixin.py:137} INFO - Samuel Wallace
[2023-02-10T16:14:21.203+0000] {logging_mixin.py:137} INFO - Angel Jones
[2023-02-10T16:14:21.205+0000] {logging_mixin.py:137} INFO - Jacqueline Nichols
[2023-02-10T16:14:21.206+0000] {logging_mixin.py:137} INFO - Melissa Mcgee
[2023-02-10T16:14:21.207+0000] {logging_mixin.py:137} INFO - Michelle Smith
[2023-02-10T16:14:21.208+0000] {logging_mixin.py:137} INFO - Maureen Baxter
[2023-02-10T16:14:21.209+0000] {logging_mixin.py:137} INFO - Kathy Crawford
[2023-02-10T16:14:21.210+0000] {logging_mixin.py:137} INFO - Stacy Wood
[2023-02-10T16:14:21.211+0000] {logging_mixin.py:137} INFO - Justin Parsons
[2023-02-10T16:14:21.212+0000] {logging_mixin.py:137} INFO - Ann Klein
[2023-02-10T16:14:21.213+0000] {logging_mixin.py:137} INFO - Allison Arnold
[2023-02-10T16:14:21.214+0000] {logging_mixin.py:137} INFO - Heather Kirk
[2023-02-10T16:14:21.215+0000] {logging_mixin.py:137} INFO - Monica Smith
[2023-02-10T16:14:21.216+0000] {logging_mixin.py:137} INFO - Brett Oconnor
[2023-02-10T16:14:21.217+0000] {logging_mixin.py:137} INFO - Anthony Bryant
[2023-02-10T16:14:21.218+0000] {logging_mixin.py:137} INFO - Jeremy Russell
[2023-02-10T16:14:21.219+0000] {logging_mixin.py:137} INFO - Julie Poole
[2023-02-10T16:14:21.220+0000] {logging_mixin.py:137} INFO - Emma Thompson
[2023-02-10T16:14:21.221+0000] {logging_mixin.py:137} INFO - Bradley Matthews
[2023-02-10T16:14:21.223+0000] {logging_mixin.py:137} INFO - William Roberts
[2023-02-10T16:14:21.224+0000] {logging_mixin.py:137} INFO - Julie Mooney
[2023-02-10T16:14:21.225+0000] {logging_mixin.py:137} INFO - Amy Doyle
[2023-02-10T16:14:21.226+0000] {logging_mixin.py:137} INFO - Amanda Grant
[2023-02-10T16:14:21.227+0000] {logging_mixin.py:137} INFO - Eric Anderson
[2023-02-10T16:14:21.228+0000] {logging_mixin.py:137} INFO - George Thompson
[2023-02-10T16:14:21.229+0000] {logging_mixin.py:137} INFO - Dustin Hines
[2023-02-10T16:14:21.230+0000] {logging_mixin.py:137} INFO - Andrea Frank
[2023-02-10T16:14:21.231+0000] {logging_mixin.py:137} INFO - Jodi Cook
[2023-02-10T16:14:21.232+0000] {logging_mixin.py:137} INFO - Stacy Haney
[2023-02-10T16:14:21.233+0000] {logging_mixin.py:137} INFO - Paul Callahan
[2023-02-10T16:14:21.233+0000] {logging_mixin.py:137} INFO - Jasmine Chambers
[2023-02-10T16:14:21.234+0000] {logging_mixin.py:137} INFO - Melissa Pittman MD
[2023-02-10T16:14:21.235+0000] {logging_mixin.py:137} INFO - Deborah Larson
[2023-02-10T16:14:21.236+0000] {logging_mixin.py:137} INFO - Brandon Shaw
[2023-02-10T16:14:21.237+0000] {logging_mixin.py:137} INFO - Timothy Paul
[2023-02-10T16:14:21.238+0000] {logging_mixin.py:137} INFO - Michael Trujillo
[2023-02-10T16:14:21.239+0000] {logging_mixin.py:137} INFO - Robert Rivera
[2023-02-10T16:14:21.240+0000] {logging_mixin.py:137} INFO - Dana Nelson
[2023-02-10T16:14:21.241+0000] {logging_mixin.py:137} INFO - Andrea Bennett
[2023-02-10T16:14:21.242+0000] {logging_mixin.py:137} INFO - Jodi Fox
[2023-02-10T16:14:21.243+0000] {logging_mixin.py:137} INFO - Heather Hayes
[2023-02-10T16:14:21.244+0000] {logging_mixin.py:137} INFO - Jennifer Moreno
[2023-02-10T16:14:21.245+0000] {logging_mixin.py:137} INFO - John Patel
[2023-02-10T16:14:21.246+0000] {logging_mixin.py:137} INFO - Teresa Oliver
[2023-02-10T16:14:21.247+0000] {logging_mixin.py:137} INFO - Monique Bell
[2023-02-10T16:14:21.249+0000] {logging_mixin.py:137} INFO - Casey Leonard
[2023-02-10T16:14:21.250+0000] {logging_mixin.py:137} INFO - Steven Clark
[2023-02-10T16:14:21.251+0000] {logging_mixin.py:137} INFO - Edward Martin
[2023-02-10T16:14:21.251+0000] {logging_mixin.py:137} INFO - Shawn Orozco
[2023-02-10T16:14:21.253+0000] {logging_mixin.py:137} INFO - Brandon Yang
[2023-02-10T16:14:21.254+0000] {logging_mixin.py:137} INFO - Nathan Ray
[2023-02-10T16:14:21.255+0000] {logging_mixin.py:137} INFO - Lori Moore
[2023-02-10T16:14:21.256+0000] {logging_mixin.py:137} INFO - Dr. Lisa Shaw DVM
[2023-02-10T16:14:21.256+0000] {logging_mixin.py:137} INFO - Angela Walters
[2023-02-10T16:14:21.257+0000] {logging_mixin.py:137} INFO - David Nolan
[2023-02-10T16:14:21.258+0000] {logging_mixin.py:137} INFO - William Ramsey
[2023-02-10T16:14:21.259+0000] {logging_mixin.py:137} INFO - David Oconnor
[2023-02-10T16:14:21.262+0000] {logging_mixin.py:137} INFO - Mark Washington
[2023-02-10T16:14:21.262+0000] {logging_mixin.py:137} INFO - Jennifer Jacobs
[2023-02-10T16:14:21.263+0000] {logging_mixin.py:137} INFO - Tammy Hampton
[2023-02-10T16:14:21.264+0000] {logging_mixin.py:137} INFO - Stephen Farmer
[2023-02-10T16:14:21.265+0000] {logging_mixin.py:137} INFO - Jasmine Nguyen
[2023-02-10T16:14:21.266+0000] {logging_mixin.py:137} INFO - Rebecca Flores
[2023-02-10T16:14:21.268+0000] {logging_mixin.py:137} INFO - Tyler Davis
[2023-02-10T16:14:21.269+0000] {logging_mixin.py:137} INFO - Nancy Gray
[2023-02-10T16:14:21.270+0000] {logging_mixin.py:137} INFO - Brian Sanchez
[2023-02-10T16:14:21.271+0000] {logging_mixin.py:137} INFO - Laurie Shaw
[2023-02-10T16:14:21.272+0000] {logging_mixin.py:137} INFO - Kristina Torres
[2023-02-10T16:14:21.273+0000] {logging_mixin.py:137} INFO - Andrea Rodgers
[2023-02-10T16:14:21.274+0000] {logging_mixin.py:137} INFO - Jason Walters
[2023-02-10T16:14:21.275+0000] {logging_mixin.py:137} INFO - Jerry Moss
